DATAFLOW,LAST UPDATE,freq,indic_de,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE932,2018,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE932,2019,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE932,2020,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE933,2017,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE933,2018,32.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE933,2019,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE933,2020,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE934,2017,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE934,2018,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE934,2019,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE934,2020,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE935,2017,31.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE935,2018,32.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE935,2019,31.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE935,2020,32.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE936,2017,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE936,2018,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE936,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE936,2020,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE937,2017,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE937,2018,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE937,2019,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE937,2020,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE938,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE938,2018,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE938,2019,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE938,2020,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE939,2017,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE939,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE939,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE939,2020,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93A,2017,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93A,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93A,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93A,2020,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93B,2017,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93B,2018,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93B,2019,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE93B,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE941,2017,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE941,2018,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE941,2019,30.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE941,2020,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE942,2017,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE942,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE942,2019,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE942,2020,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE943,2017,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE943,2018,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE943,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE943,2020,31.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE944,2017,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE944,2018,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE944,2019,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE944,2020,31.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE945,2017,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE945,2018,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE945,2019,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE945,2020,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE946,2017,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE946,2018,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE946,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE946,2020,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE947,2017,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE947,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE947,2019,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE947,2020,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE948,2017,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE948,2018,30.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE948,2019,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE948,2020,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE949,2017,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE949,2018,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE949,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE949,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94A,2017,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94A,2018,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94A,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94A,2020,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94B,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94B,2018,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94B,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94B,2020,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94C,2017,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94C,2018,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94C,2019,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94C,2020,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94D,2017,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94D,2018,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94D,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94D,2020,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94E,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94E,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94E,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94E,2020,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94F,2017,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94F,2018,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94F,2019,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94F,2020,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94G,2017,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94G,2018,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94G,2019,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94G,2020,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94H,2017,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94H,2018,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94H,2019,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DE94H,2020,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA11,2017,32.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA11,2018,33.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA11,2019,33.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA11,2020,33.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA12,2017,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA12,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA12,2019,30.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA12,2020,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA13,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA13,2018,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA13,2019,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA13,2020,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA14,2017,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA14,2018,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA14,2019,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA14,2020,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA15,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA15,2018,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA15,2019,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA15,2020,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA16,2017,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA16,2018,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA16,2019,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA16,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA17,2017,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA17,2018,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA17,2019,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA17,2020,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA18,2017,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA18,2018,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA18,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA18,2020,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA19,2017,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA19,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA19,2019,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA19,2020,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1A,2017,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1A,2018,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1A,2019,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1A,2020,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1B,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1B,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1B,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1B,2020,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1C,2017,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1C,2018,31.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1C,2019,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1C,2020,32.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1D,2017,31.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1D,2018,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1D,2019,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1D,2020,32.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1E,2017,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1E,2018,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1E,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1E,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1F,2017,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1F,2018,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1F,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA1F,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA22,2017,32.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA22,2018,32.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA22,2019,32.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA22,2020,33.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA23,2017,32.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA23,2018,32.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA23,2019,32.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA23,2020,32.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA24,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA24,2018,31.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA24,2019,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA24,2020,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA26,2017,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA26,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA26,2019,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA26,2020,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA27,2017,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA27,2018,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA27,2019,31.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA27,2020,32.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA28,2017,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA28,2018,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA28,2019,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA28,2020,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA29,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA29,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA29,2019,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA29,2020,31.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2A,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2A,2018,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2A,2019,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2A,2020,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2B,2017,32.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2B,2018,32.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2B,2019,32.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2B,2020,32.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2C,2017,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2C,2018,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2C,2019,31.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2C,2020,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2D,2017,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2D,2018,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2D,2019,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA2D,2020,31.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA31,2017,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA31,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA31,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA31,2020,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA32,2017,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA32,2018,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA32,2019,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA32,2020,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA33,2017,32.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,MEDAGEMOTH,YR,DEA33,2018,32.6,
